采集时间,输入,原始顺序,BV号,标题,UP主,上传时间,总播放量,点赞数,投币数,收藏数,转发数,评论数,弹幕数,在线人数,错误
2026-08-29 00:00:03,BV1GdgW6JEe9,0,BV1GdgW6JEe9,【杨博文｜4k直拍】Whiplash 双日直拍混剪,关键时刻来瓶尖叫,2026-08-13 23:45:41,254060.0,29261.0,23217.0,22298.0,7050.0,4787.0,8329.0,5.0,
2026-08-29 00:00:03,BV1W5gs6KEhr,1,BV1W5gs6KEhr,【4K精剪】异常加载中 | 杨博文直拍 | 260813,underthepoplar,2026-08-13 22:44:57,207852.0,24121.0,16080.0,17881.0,6330.0,7425.0,8750.0,3.0,
2026-08-29 00:00:03,BV1xebR6zEkr,2,BV1xebR6zEkr,【4K精剪】Attention | 杨博文直拍 | 260816,underthepoplar,2026-08-16 23:54:18,232795.0,18381.0,11082.0,15233.0,3256.0,1791.0,2899.0,6.0,
2026-08-29 00:00:03,BV1E2bR6hEJR,3,BV1E2bR6hEJR,【杨博文】Attention丨直拍横屏丨16岁高中生内娱主舞的舞台掌控力丨8.16双机位4k精剪,Kismet丨杨博文,2026-08-16 22:13:05,303603.0,31349.0,15119.0,21697.0,4615.0,10205.0,12471.0,150.0,
2026-08-29 00:00:03,BV1mX8z6NEzz,4,BV1mX8z6NEzz,【4K精剪】管他什么音乐 | 杨博文直拍 | 260816,underthepoplar,2026-08-22 04:21:09,38120.0,3410.0,1738.0,1894.0,50.0,53.0,73.0,6.0,
2026-08-29 00:00:03,BV1qHbb6QErY,5,BV1qHbb6QErY,杨博文｜260816第肆象限attention<4k精剪>,61strawberry,2026-08-17 06:33:44,31464.0,1844.0,568.0,1319.0,15.0,14.0,20.0,4.0,
2026-08-29 00:00:03,BV15egs6pEJp,6,BV15egs6pEJp,杨博文｜Whiplash 2机位精剪 直拍 fancam｜4K60｜260813,LOST_杨博文,2026-08-13 23:03:07,114815.0,8779.0,2081.0,6466.0,73.0,75.0,267.0,4.0,
2026-08-29 00:00:03,BV1rqgW6hEvv,7,BV1rqgW6hEvv,【杨博文｜4k直拍】100Ways 直拍,关键时刻来瓶尖叫,2026-08-14 01:41:46,48211.0,3884.0,1640.0,2864.0,49.0,37.0,233.0,8.0,
2026-08-29 00:00:03,BV1k9gw6gE4U,8,BV1k9gw6gE4U,「杨博文｜爱的初体验」是不是我的十六岁 注定要为__流泪,Astra_杨博文,2026-08-14 13:49:20,39779.0,2599.0,823.0,1700.0,32.0,17.0,97.0,6.0,
2026-08-29 00:00:03,BV1c3gF6wERf,9,BV1c3gF6wERf,【杨博文】元气甜度爆表！摇曳4k横屏直拍,游园会_杨博文,2026-08-14 01:43:31,67462.0,6647.0,2417.0,4242.0,80.0,58.0,498.0,5.0,
2026-08-29 00:00:03,自测视频BV号（⚠️一个号一个自测⚠️活动期间不需要换自测，如果有需要每天更换自测的，请提前在活动报名表内上传完所有自测视频BV号！！）-1,10,,失败,,,,,,,,,,,无法解析BV号: 自测视频BV号（⚠️一个号一个自测⚠️活动期间不需要换自测，如果有需要每天更换自测的，请提前在活动报名表内上传完所有自测视频BV号！！）-1
2026-08-29 00:00:03,BV1EWhF61EzB,11,BV1EWhF61EzB,自测请勿点击,博文吃不吃橘子,2026-08-27 12:00:40,70.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,
